Value,Disaggregation combinations using this value,Number of indicators
Bottom 40%,2,2
Quintile 1 (poorest),168,3
Quintile 2,169,2
Quintile 3,186,2
Quintile 4,186,2
Quintile 5 (richest),186,2
Richest 60%,1,1
