Indicator,Disaggregation combinations using this value
#1-3-1,1
#10-6-1,4
#10-a-1,1
#12-2-2,9
#12-b-1,1
#15-2-1,1
#15-6-1,1
#16-8-1,4
#17-10-1,1
#17-12-1,1
#17-17-1,2
#17-3-2,1
#5-6-2,3
#6-2-1,1
#6-3-1,1
#8-4-2,9
#9-1-2,1
