Year,Value
2000,35.73977
2001,37.60796
2002,39.47615
2003,38.28389
2004,37.09163
2005,35.89936
2006,34.7071
2007,33.51483
2008,33.30947
2009,33.10411
2010,32.90122
2011,32.69668
2012,32.48803
2013,32.28267
2014,32.07731
2015,31.87195
2016,31.93766
2017,31.34623
2018,35.40537
2019,35.40537
