Year,Value
1977,0.58984
1978,0.80947
1979,1.18295
1980,2.90983
1981,3.97427
1982,9.07471
1983,33.13682
1984,23.02354
1985,27.15973
1986,29.79094
1987,30.09384
1988,26.51506
1989,19.86362
1990,19.53995
1991,18.48016
1992,25.85373
1993,24.46937
1994,18.74042
2009,0.763
2010,0.58966
2011,0.4634
2012,0.65774
2013,2.95964
2014,3.38739
2015,3.93247
2016,5.88556
2017,2.98944
2018,1.74072
2019,1.30769
2020,0.74804
