Year,SDG Series,Value
2017,Proportion of river water bodies with good ambient water quality [6.3.2],76.47
2020,Proportion of river water bodies with good ambient water quality [6.3.2],83.33
2017,Proportion of bodies of water with good ambient water quality [6.3.2],76.47
2020,Proportion of bodies of water with good ambient water quality [6.3.2],83.33
