Year,Value
2000,-8.62283
2001,-0.54875
2002,-6.17818
2003,-7.67756
2004,-3.94466
2005,-4.51417
2006,-4.24873
2007,-4.05996
2008,-5.69281
2009,57.65511
2010,18.06597
2011,12.4528
2012,14.70106
2013,0.19252
2014,0.59613
2015,0.10065
2016,-0.79315
2017,3.18705
2018,3.3616
2019,-9.594
2020,-0.67478
