Year,Value
2000,0.917
2001,2.155
2002,33.65
2003,59.678
2004,79.447
2005,93.035
2006,104.978
2007,117.08
2008,135.725
2009,178.821
2010,189.289
2011,193.764
2012,168.087
2013,147.486
2014,165.168
2015,154.178
2016,129.131
2017,122.211
2018,108.05
2019,68.541
2020,57.923
2021,56.01091
