Year,Value
2004,42.0
2005,41.9
2006,41.8
2007,41.9
2008,42.8
2009,41.4
2010,41.0
2011,41.2
2012,41.0
2013,41.8
2014,41.7
2015,41.8
2016,41.8
2017,41.7
2018,41.7
2019,42.4
