Year,Value
2002,2.17459
2003,3.33085
2004,0.1846
2005,0.36035
2006,1.59186
2007,0.31056
2008,0.61299
2009,3.69302
2010,42.55869
2011,19.02151
2012,3.78215
2013,10.94893
2014,17.79764
2015,5.30941
2016,19.99916
2017,5.07485
2018,59.45722
2019,12.42808
2020,4.81251
